Year,350,450,550,650,750,850,950,1050,1150,1250,1350,1450,1550,1650,1750
2000,0.000000,0.044306,0.287759,0.411852,0.392226,0.269844,0.915603,2.410387,1.476335,2.585818,4.390634,2.359798,0.890683,0.153692,0.000000
2001,0.000000,0.046284,0.285780,0.403750,0.385140,0.266047,0.922662,2.397927,1.469596,2.588679,4.383334,2.355868,0.890817,0.153077,0.000000
2002,0.000000,0.048263,0.283801,0.395648,0.378054,0.262250,0.929721,2.385467,1.462858,2.591540,4.376035,2.351937,0.890951,0.152462,0.000000
2003,0.000000,0.050241,0.281823,0.387547,0.370969,0.258453,0.936780,2.373007,1.456120,2.594401,4.368735,2.348007,0.891084,0.151847,0.000000
2004,0.000000,0.052220,0.279844,0.379445,0.363883,0.254657,0.943839,2.360547,1.449382,2.597262,4.361436,2.344076,0.891218,0.151232,0.000000
2005,0.000000,0.054199,0.277866,0.371343,0.356797,0.250860,0.950898,2.348087,1.442644,2.600123,4.354136,2.340146,0.891352,0.150617,0.000000
2006,0.000000,0.056177,0.275887,0.363241,0.349712,0.247063,0.957957,2.335627,1.435906,2.602984,4.346836,2.336215,0.891485,0.150002,0.000000
2007,0.000000,0.053677,0.262475,0.352153,0.343094,0.244828,0.972663,2.325568,1.428788,2.612278,4.342425,2.324538,0.888397,0.149502,0.000000
2008,0.000000,0.051177,0.249063,0.341064,0.336476,0.242592,0.987369,2.315509,1.421671,2.621573,4.338013,2.312862,0.885309,0.149002,0.000000
2009,0.000000,0.048677,0.235651,0.329976,0.329858,0.240357,1.002075,2.305450,1.414553,2.630867,4.333601,2.301185,0.882220,0.148502,0.000000
2010,0.000000,0.046177,0.222239,0.318888,0.323241,0.238122,1.016781,2.295391,1.407435,2.640161,4.329189,2.289508,0.879132,0.148002,0.000000
2011,0.000000,0.043677,0.208827,0.307799,0.316623,0.235886,1.031488,2.285332,1.400317,2.649455,4.324777,2.277832,0.876044,0.147502,0.000000
2012,0.000000,0.041177,0.195415,0.296711,0.310005,0.233651,1.046194,2.275273,1.393199,2.658750,4.320365,2.266155,0.872956,0.147002,0.000000
2013,0.000000,0.038677,0.182003,0.285622,0.303387,0.231416,1.060900,2.265214,1.386082,2.668044,4.315954,2.254478,0.869867,0.146502,0.000000
2014,0.000000,0.036177,0.168591,0.274534,0.296770,0.229180,1.075606,2.255155,1.378964,2.677338,4.311542,2.242802,0.866779,0.146002,0.000000
2015,0.000000,0.033677,0.155179,0.263446,0.290152,0.226945,1.090312,2.245096,1.371846,2.686633,4.307130,2.231125,0.863691,0.145502,0.000000
2016,0.000000,0.031177,0.141767,0.252357,0.283534,0.224710,1.105018,2.235037,1.364728,2.695927,4.302718,2.219448,0.860602,0.145002,0.000000
2017,0.000000,0.025883,0.127943,0.238975,0.277358,0.216768,1.134578,2.203419,1.341052,2.702692,4.309777,2.177830,0.851485,0.140149,0.000000
2018,0.000000,0.020589,0.114120,0.225592,0.271181,0.208827,1.164137,2.171801,1.317375,2.709456,4.316836,2.136212,0.842367,0.135296,0.000000
2019,0.000000,0.015441,0.105296,0.213974,0.256328,0.207945,1.210461,2.127829,1.301786,2.711662,4.303600,2.106652,0.830455,0.133679,0.000000
2020,0.000000,0.010294,0.096472,0.202356,0.241475,0.207062,1.256785,2.083858,1.286198,2.713868,4.290365,2.077093,0.818543,0.132061,0.000000
2021,0.000000,0.005147,0.087649,0.190738,0.226621,0.206180,1.303110,2.039887,1.270609,2.716074,4.277129,2.047534,0.806631,0.130443,0.000000
2022,0.000000,0.000000,0.078825,0.179121,0.211768,0.205298,1.349434,1.995915,1.255021,2.718280,4.263894,2.017974,0.794719,0.128826,0.000000
